pokedex_number,name,generation,status,species,type_1,type_2,height_m,weight_kg,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate
698,Amaura,6,Normal,Tundra Pokémon,Rock,Ice,1.3,25.2,362.0,77.0,59.0,50.0,67.0,63.0,46.0,45.0,70.0,72.0,Medium Fast
699,Aurorus,6,Normal,Tundra Pokémon,Rock,Ice,2.7,225.0,521.0,123.0,77.0,72.0,99.0,92.0,58.0,45.0,70.0,104.0,Medium Fast
700,Sylveon,6,Normal,Intertwining Pokémon,Fairy,,1.0,23.5,525.0,95.0,65.0,65.0,110.0,130.0,60.0,45.0,70.0,184.0,Medium Fast
701,Hawlucha,6,Normal,Wrestling Pokémon,Fighting,Flying,0.8,21.5,500.0,78.0,92.0,75.0,74.0,63.0,118.0,100.0,70.0,175.0,Medium Fast
702,Dedenne,6,Normal,Antenna Pokémon,Electric,Fairy,0.2,2.2,431.0,67.0,58.0,57.0,81.0,67.0,101.0,180.0,70.0,151.0,Medium Fast
703,Carbink,6,Normal,Jewel Pokémon,Rock,Fairy,0.3,5.7,500.0,50.0,50.0,150.0,50.0,150.0,50.0,60.0,70.0,100.0,Slow
704,Goomy,6,Normal,Soft Tissue Pokémon,Dragon,,0.3,2.8,300.0,45.0,50.0,35.0,55.0,75.0,40.0,45.0,35.0,60.0,Slow
705,Sliggoo,6,Normal,Soft Tissue Pokémon,Dragon,,0.8,17.5,452.0,68.0,75.0,53.0,83.0,113.0,60.0,45.0,35.0,158.0,Slow
706,Goodra,6,Normal,Dragon Pokémon,Dragon,,2.0,150.5,600.0,90.0,100.0,70.0,110.0,150.0,80.0,45.0,35.0,270.0,Slow
707,Klefki,6,Normal,Key Ring Pokémon,Steel,Fairy,0.2,3.0,470.0,57.0,80.0,91.0,80.0,87.0,75.0,75.0,70.0,165.0,Fast
708,Phantump,6,Normal,Stump Pokémon,Ghost,Grass,0.4,7.0,309.0,43.0,70.0,48.0,50.0,60.0,38.0,120.0,70.0,62.0,Medium Fast
709,Trevenant,6,Normal,Elder Tree Pokémon,Ghost,Grass,1.5,71.0,474.0,85.0,110.0,76.0,65.0,82.0,56.0,60.0,70.0,166.0,Medium Fast
710,Pumpkaboo Average Size,6,Normal,Pumpkin Pokémon,Ghost,Grass,0.4,5.0,335.0,49.0,66.0,70.0,44.0,55.0,51.0,120.0,70.0,67.0,Medium Fast
710,Pumpkaboo Small Size,6,Normal,Pumpkin Pokémon,Ghost,Grass,0.3,3.5,335.0,44.0,66.0,70.0,44.0,55.0,56.0,120.0,70.0,67.0,Medium Fast
710,Pumpkaboo Large Size,6,Normal,Pumpkin Pokémon,Ghost,Grass,0.5,7.5,335.0,54.0,66.0,70.0,44.0,55.0,46.0,120.0,70.0,67.0,Medium Fast
710,Pumpkaboo Super Size,6,Normal,Pumpkin Pokémon,Ghost,Grass,0.8,15.0,335.0,59.0,66.0,70.0,44.0,55.0,41.0,120.0,70.0,67.0,Medium Fast
711,Gourgeist Average Size,6,Normal,Pumpkin Pokémon,Ghost,Grass,0.9,12.5,494.0,65.0,90.0,122.0,58.0,75.0,84.0,60.0,70.0,173.0,Medium Fast
711,Gourgeist Small Size,6,Normal,Pumpkin Pokémon,Ghost,Grass,0.7,9.5,494.0,55.0,85.0,122.0,58.0,75.0,99.0,60.0,70.0,173.0,Medium Fast
711,Gourgeist Large Size,6,Normal,Pumpkin Pokémon,Ghost,Grass,1.1,14.0,494.0,75.0,95.0,122.0,58.0,75.0,69.0,60.0,70.0,173.0,Medium Fast
711,Gourgeist Super Size,6,Normal,Pumpkin Pokémon,Ghost,Grass,1.7,39.0,494.0,85.0,100.0,122.0,58.0,75.0,54.0,60.0,70.0,173.0,Medium Fast
712,Bergmite,6,Normal,Ice Chunk Pokémon,Ice,,1.0,99.5,304.0,55.0,69.0,85.0,32.0,35.0,28.0,190.0,70.0,61.0,Medium Fast
713,Avalugg,6,Normal,Iceberg Pokémon,Ice,,2.0,505.0,514.0,95.0,117.0,184.0,44.0,46.0,28.0,55.0,70.0,180.0,Medium Fast
714,Noibat,6,Normal,Sound Wave Pokémon,Flying,Dragon,0.5,8.0,245.0,40.0,30.0,35.0,45.0,40.0,55.0,190.0,70.0,49.0,Medium Fast
715,Noivern,6,Normal,Sound Wave Pokémon,Flying,Dragon,1.5,85.0,535.0,85.0,70.0,80.0,97.0,80.0,123.0,45.0,70.0,187.0,Medium Fast
716,Xerneas,6,Legendary,Life Pokémon,Fairy,,3.0,215.0,680.0,126.0,131.0,95.0,131.0,98.0,99.0,45.0,0.0,306.0,Slow
717,Yveltal,6,Legendary,Destruction Pokémon,Dark,Flying,5.8,203.0,680.0,126.0,131.0,95.0,131.0,98.0,99.0,45.0,0.0,306.0,Slow
718,Zygarde 50% Forme,6,Legendary,Order Pokémon,Dragon,Ground,5.0,305.0,600.0,108.0,100.0,121.0,81.0,95.0,95.0,3.0,0.0,270.0,Slow
718,Zygarde 10% Forme,6,Legendary,Order Pokémon,Dragon,Ground,1.2,33.5,486.0,54.0,100.0,71.0,61.0,85.0,115.0,3.0,0.0,219.0,Slow
718,Zygarde Complete Forme,6,Legendary,Order Pokémon,Dragon,Ground,4.5,610.0,708.0,216.0,100.0,121.0,91.0,95.0,85.0,3.0,0.0,319.0,Slow
719,Diancie,6,Mythical,Jewel Pokémon,Rock,Fairy,0.7,8.8,600.0,50.0,100.0,150.0,100.0,150.0,50.0,3.0,70.0,270.0,Slow
719,Mega Diancie,6,Mythical,Jewel Pokémon,Rock,Fairy,1.1,27.8,700.0,50.0,160.0,110.0,160.0,110.0,110.0,3.0,70.0,315.0,Slow
720,Hoopa Hoopa Confined,6,Mythical,Mischief Pokémon,Psychic,Ghost,0.5,9.0,600.0,80.0,110.0,60.0,150.0,130.0,70.0,3.0,100.0,270.0,Slow
720,Hoopa Hoopa Unbound,6,Mythical,Djinn Pokémon,Psychic,Dark,6.5,490.0,680.0,80.0,160.0,60.0,170.0,130.0,80.0,3.0,100.0,306.0,Slow
721,Volcanion,6,Mythical,Steam Pokémon,Fire,Water,1.7,195.0,600.0,80.0,110.0,120.0,130.0,90.0,70.0,3.0,100.0,270.0,Slow
722,Rowlet,7,Normal,Grass Quill Pokémon,Grass,Flying,0.3,1.5,320.0,68.0,55.0,55.0,50.0,50.0,42.0,45.0,70.0,64.0,Medium Slow
723,Dartrix,7,Normal,Blade Quill Pokémon,Grass,Flying,0.7,16.0,420.0,78.0,75.0,75.0,70.0,70.0,52.0,45.0,70.0,147.0,Medium Slow
724,Decidueye,7,Normal,Arrow Quill Pokémon,Grass,Ghost,1.6,36.6,530.0,78.0,107.0,75.0,100.0,100.0,70.0,45.0,70.0,239.0,Medium Slow
725,Litten,7,Normal,Fire Cat Pokémon,Fire,,0.4,4.3,320.0,45.0,65.0,40.0,60.0,40.0,70.0,45.0,70.0,64.0,Medium Slow
726,Torracat,7,Normal,Fire Cat Pokémon,Fire,,0.7,25.0,420.0,65.0,85.0,50.0,80.0,50.0,90.0,45.0,70.0,147.0,Medium Slow
727,Incineroar,7,Normal,Heel Pokémon,Fire,Dark,1.8,83.0,530.0,95.0,115.0,90.0,80.0,90.0,60.0,45.0,70.0,239.0,Medium Slow
728,Popplio,7,Normal,Sea Lion Pokémon,Water,,0.4,7.5,320.0,50.0,54.0,54.0,66.0,56.0,40.0,45.0,70.0,64.0,Medium Slow
729,Brionne,7,Normal,Pop Star Pokémon,Water,,0.6,17.5,420.0,60.0,69.0,69.0,91.0,81.0,50.0,45.0,70.0,147.0,Medium Slow
730,Primarina,7,Normal,Soloist Pokémon,Water,Fairy,1.8,44.0,530.0,80.0,74.0,74.0,126.0,116.0,60.0,45.0,70.0,239.0,Medium Slow
731,Pikipek,7,Normal,Woodpecker Pokémon,Normal,Flying,0.3,1.2,265.0,35.0,75.0,30.0,30.0,30.0,65.0,255.0,70.0,53.0,Medium Fast
732,Trumbeak,7,Normal,Bugle Beak Pokémon,Normal,Flying,0.6,14.8,355.0,55.0,85.0,50.0,40.0,50.0,75.0,120.0,70.0,124.0,Medium Fast
733,Toucannon,7,Normal,Cannon Pokémon,Normal,Flying,1.1,26.0,485.0,80.0,120.0,75.0,75.0,75.0,60.0,45.0,70.0,218.0,Medium Fast
734,Yungoos,7,Normal,Loitering Pokémon,Normal,,0.4,6.0,253.0,48.0,70.0,30.0,30.0,30.0,45.0,255.0,70.0,51.0,Medium Fast
735,Gumshoos,7,Normal,Stakeout Pokémon,Normal,,0.7,14.2,418.0,88.0,110.0,60.0,55.0,60.0,45.0,127.0,70.0,146.0,Medium Fast
736,Grubbin,7,Normal,Larva Pokémon,Bug,,0.4,4.4,300.0,47.0,62.0,45.0,55.0,45.0,46.0,255.0,70.0,60.0,Medium Fast
737,Charjabug,7,Normal,Battery Pokémon,Bug,Electric,0.5,10.5,400.0,57.0,82.0,95.0,55.0,75.0,36.0,120.0,70.0,140.0,Medium Fast
738,Vikavolt,7,Normal,Stag Beetle Pokémon,Bug,Electric,1.5,45.0,500.0,77.0,70.0,90.0,145.0,75.0,43.0,45.0,70.0,225.0,Medium Fast
739,Crabrawler,7,Normal,Boxing Pokémon,Fighting,,0.6,7.0,338.0,47.0,82.0,57.0,42.0,47.0,63.0,225.0,70.0,68.0,Medium Fast
740,Crabominable,7,Normal,Woolly Crab Pokémon,Fighting,Ice,1.7,180.0,478.0,97.0,132.0,77.0,62.0,67.0,43.0,60.0,70.0,167.0,Medium Fast
741,Oricorio Baile Style,7,Normal,Dancing Pokémon,Fire,Flying,0.6,3.4,476.0,75.0,70.0,70.0,98.0,70.0,93.0,45.0,70.0,167.0,Medium Fast
741,Oricorio Pom-Pom Style,7,Normal,Dancing Pokémon,Electric,Flying,0.6,3.4,476.0,75.0,70.0,70.0,98.0,70.0,93.0,45.0,70.0,167.0,Medium Fast
741,Oricorio Pa'u Style,7,Normal,Dancing Pokémon,Psychic,Flying,0.6,3.4,476.0,75.0,70.0,70.0,98.0,70.0,93.0,45.0,70.0,167.0,Medium Fast
741,Oricorio Sensu Style,7,Normal,Dancing Pokémon,Ghost,Flying,0.6,3.4,476.0,75.0,70.0,70.0,98.0,70.0,93.0,45.0,70.0,167.0,Medium Fast
742,Cutiefly,7,Normal,Bee Fly Pokémon,Bug,Fairy,0.1,0.2,304.0,40.0,45.0,40.0,55.0,40.0,84.0,190.0,70.0,61.0,Medium Fast
743,Ribombee,7,Normal,Bee Fly Pokémon,Bug,Fairy,0.2,0.5,464.0,60.0,55.0,60.0,95.0,70.0,124.0,75.0,70.0,162.0,Medium Fast
744,Rockruff,7,Normal,Puppy Pokémon,Rock,,0.5,9.2,280.0,45.0,65.0,40.0,30.0,40.0,60.0,190.0,70.0,56.0,Medium Fast
744,Own Tempo Rockruff,7,Normal,Puppy Pokémon,Rock,,0.5,9.2,280.0,45.0,65.0,40.0,30.0,40.0,60.0,190.0,70.0,56.0,Medium Fast
745,Lycanroc Midday Form,7,Normal,Wolf Pokémon,Rock,,0.8,25.0,487.0,75.0,115.0,65.0,55.0,65.0,112.0,90.0,70.0,170.0,Medium Fast
745,Lycanroc Midnight Form,7,Normal,Wolf Pokémon,Rock,,1.1,25.0,487.0,85.0,115.0,75.0,55.0,75.0,82.0,90.0,70.0,170.0,Medium Fast
745,Lycanroc Dusk Form,7,Normal,Wolf Pokémon,Rock,,0.8,25.0,487.0,75.0,117.0,65.0,55.0,65.0,110.0,90.0,70.0,170.0,Medium Fast
746,Wishiwashi Solo Form,7,Normal,Small Fry Pokémon,Water,,0.2,0.3,175.0,45.0,20.0,20.0,25.0,25.0,40.0,60.0,70.0,61.0,Fast
746,Wishiwashi School Form,7,Normal,Small Fry Pokémon,Water,,8.2,78.6,620.0,45.0,140.0,130.0,140.0,135.0,30.0,60.0,70.0,217.0,Fast
747,Mareanie,7,Normal,Brutal Star Pokémon,Poison,Water,0.4,8.0,305.0,50.0,53.0,62.0,43.0,52.0,45.0,190.0,70.0,61.0,Medium Fast
748,Toxapex,7,Normal,Brutal Star Pokémon,Poison,Water,0.7,14.5,495.0,50.0,63.0,152.0,53.0,142.0,35.0,75.0,70.0,173.0,Medium Fast
749,Mudbray,7,Normal,Donkey Pokémon,Ground,,1.0,110.0,385.0,70.0,100.0,70.0,45.0,55.0,45.0,190.0,70.0,77.0,Medium Fast
750,Mudsdale,7,Normal,Draft Horse Pokémon,Ground,,2.5,920.0,500.0,100.0,125.0,100.0,55.0,85.0,35.0,60.0,70.0,175.0,Medium Fast
751,Dewpider,7,Normal,Water Bubble Pokémon,Water,Bug,0.3,4.0,269.0,38.0,40.0,52.0,40.0,72.0,27.0,200.0,70.0,54.0,Medium Fast
752,Araquanid,7,Normal,Water Bubble Pokémon,Water,Bug,1.8,82.0,454.0,68.0,70.0,92.0,50.0,132.0,42.0,100.0,70.0,159.0,Medium Fast
753,Fomantis,7,Normal,Sickle Grass Pokémon,Grass,,0.3,1.5,250.0,40.0,55.0,35.0,50.0,35.0,35.0,190.0,70.0,50.0,Medium Fast
754,Lurantis,7,Normal,Bloom Sickle Pokémon,Grass,,0.9,18.5,480.0,70.0,105.0,90.0,80.0,90.0,45.0,75.0,70.0,168.0,Medium Fast
755,Morelull,7,Normal,Illuminating Pokémon,Grass,Fairy,0.2,1.5,285.0,40.0,35.0,55.0,65.0,75.0,15.0,190.0,70.0,57.0,Medium Fast
756,Shiinotic,7,Normal,Illuminating Pokémon,Grass,Fairy,1.0,11.5,405.0,60.0,45.0,80.0,90.0,100.0,30.0,75.0,70.0,142.0,Medium Fast
757,Salandit,7,Normal,Toxic Lizard Pokémon,Poison,Fire,0.6,4.8,320.0,48.0,44.0,40.0,71.0,40.0,77.0,120.0,70.0,64.0,Medium Fast
758,Salazzle,7,Normal,Toxic Lizard Pokémon,Poison,Fire,1.2,22.2,480.0,68.0,64.0,60.0,111.0,60.0,117.0,45.0,70.0,168.0,Medium Fast
759,Stufful,7,Normal,Flailing Pokémon,Normal,Fighting,0.5,6.8,340.0,70.0,75.0,50.0,45.0,50.0,50.0,140.0,70.0,68.0,Medium Fast
760,Bewear,7,Normal,Strong Arm Pokémon,Normal,Fighting,2.1,135.0,500.0,120.0,125.0,80.0,55.0,60.0,60.0,70.0,70.0,175.0,Medium Fast
761,Bounsweet,7,Normal,Fruit Pokémon,Grass,,0.3,3.2,210.0,42.0,30.0,38.0,30.0,38.0,32.0,235.0,70.0,42.0,Medium Slow
762,Steenee,7,Normal,Fruit Pokémon,Grass,,0.7,8.2,290.0,52.0,40.0,48.0,40.0,48.0,62.0,120.0,70.0,102.0,Medium Slow
763,Tsareena,7,Normal,Fruit Pokémon,Grass,,1.2,21.4,510.0,72.0,120.0,98.0,50.0,98.0,72.0,45.0,70.0,230.0,Medium Slow
764,Comfey,7,Normal,Posy Picker Pokémon,Fairy,,0.1,0.3,485.0,51.0,52.0,90.0,82.0,110.0,100.0,60.0,70.0,170.0,Fast
765,Oranguru,7,Normal,Sage Pokémon,Normal,Psychic,1.5,76.0,490.0,90.0,60.0,80.0,90.0,110.0,60.0,45.0,70.0,172.0,Slow
766,Passimian,7,Normal,Teamwork Pokémon,Fighting,,2.0,82.8,490.0,100.0,120.0,90.0,40.0,60.0,80.0,45.0,70.0,172.0,Slow
767,Wimpod,7,Normal,Turn Tail Pokémon,Bug,Water,0.5,12.0,230.0,25.0,35.0,40.0,20.0,30.0,80.0,90.0,70.0,46.0,Medium Fast
768,Golisopod,7,Normal,Hard Scale Pokémon,Bug,Water,2.0,108.0,530.0,75.0,125.0,140.0,60.0,90.0,40.0,45.0,70.0,186.0,Medium Fast
769,Sandygast,7,Normal,Sand Heap Pokémon,Ghost,Ground,0.5,70.0,320.0,55.0,55.0,80.0,70.0,45.0,15.0,140.0,70.0,64.0,Medium Fast
770,Palossand,7,Normal,Sand Castle Pokémon,Ghost,Ground,1.3,250.0,480.0,85.0,75.0,110.0,100.0,75.0,35.0,60.0,70.0,168.0,Medium Fast
771,Pyukumuku,7,Normal,Sea Cucumber Pokémon,Water,,0.3,1.2,410.0,55.0,60.0,130.0,30.0,130.0,5.0,60.0,70.0,144.0,Fast
772,Type: Null,7,Sub Legendary,Synthetic Pokémon,Normal,,1.9,120.5,534.0,95.0,95.0,95.0,95.0,95.0,59.0,3.0,0.0,107.0,Slow
773,Silvally,7,Sub Legendary,Synthetic Pokémon,Normal,,2.3,100.5,570.0,95.0,95.0,95.0,95.0,95.0,95.0,3.0,0.0,257.0,Slow
774,Minior Meteor Form,7,Normal,Meteor Pokémon,Rock,Flying,0.3,40.0,440.0,60.0,60.0,100.0,60.0,100.0,60.0,30.0,70.0,154.0,Medium Slow
774,Minior Core Form,7,Normal,Meteor Pokémon,Rock,Flying,0.3,0.3,500.0,60.0,100.0,60.0,100.0,60.0,120.0,30.0,70.0,175.0,Medium Slow
775,Komala,7,Normal,Drowsing Pokémon,Normal,,0.4,19.9,480.0,65.0,115.0,65.0,75.0,95.0,65.0,45.0,70.0,168.0,Slow
776,Turtonator,7,Normal,Blast Turtle Pokémon,Fire,Dragon,2.0,212.0,485.0,60.0,78.0,135.0,91.0,85.0,36.0,70.0,70.0,170.0,Medium Fast
777,Togedemaru,7,Normal,Roly-Poly Pokémon,Electric,Steel,0.3,3.3,435.0,65.0,98.0,63.0,40.0,73.0,96.0,180.0,70.0,152.0,Medium Fast
778,Mimikyu,7,Normal,Disguise Pokémon,Ghost,Fairy,0.2,0.7,476.0,55.0,90.0,80.0,50.0,105.0,96.0,45.0,70.0,167.0,Medium Fast
779,Bruxish,7,Normal,Gnash Teeth Pokémon,Water,Psychic,0.9,19.0,475.0,68.0,105.0,70.0,70.0,70.0,92.0,80.0,70.0,166.0,Medium Fast
780,Drampa,7,Normal,Placid Pokémon,Normal,Dragon,3.0,185.0,485.0,78.0,60.0,85.0,135.0,91.0,36.0,70.0,70.0,170.0,Medium Fast
781,Dhelmise,7,Normal,Sea Creeper Pokémon,Ghost,Grass,3.9,210.0,517.0,70.0,131.0,100.0,86.0,90.0,40.0,25.0,70.0,181.0,Medium Fast
782,Jangmo-o,7,Normal,Scaly Pokémon,Dragon,,0.6,29.7,300.0,45.0,55.0,65.0,45.0,45.0,45.0,45.0,70.0,60.0,Slow
783,Hakamo-o,7,Normal,Scaly Pokémon,Dragon,Fighting,1.2,47.0,420.0,55.0,75.0,90.0,65.0,70.0,65.0,45.0,70.0,147.0,Slow
784,Kommo-o,7,Normal,Scaly Pokémon,Dragon,Fighting,1.6,78.2,600.0,75.0,110.0,125.0,100.0,105.0,85.0,45.0,70.0,270.0,Slow
785,Tapu Koko,7,Sub Legendary,Land Spirit Pokémon,Electric,Fairy,1.8,20.5,570.0,70.0,115.0,85.0,95.0,75.0,130.0,3.0,70.0,257.0,Slow
786,Tapu Lele,7,Sub Legendary,Land Spirit Pokémon,Psychic,Fairy,1.2,18.6,570.0,70.0,85.0,75.0,130.0,115.0,95.0,3.0,70.0,257.0,Slow
787,Tapu Bulu,7,Sub Legendary,Land Spirit Pokémon,Grass,Fairy,1.9,45.5,570.0,70.0,130.0,115.0,85.0,95.0,75.0,3.0,70.0,257.0,Slow
788,Tapu Fini,7,Sub Legendary,Land Spirit Pokémon,Water,Fairy,1.3,21.2,570.0,70.0,75.0,115.0,95.0,130.0,85.0,3.0,70.0,257.0,Slow
789,Cosmog,7,Legendary,Nebula Pokémon,Psychic,,0.2,0.1,200.0,43.0,29.0,31.0,29.0,31.0,37.0,45.0,0.0,40.0,Slow
790,Cosmoem,7,Legendary,Protostar Pokémon,Psychic,,0.1,999.9,400.0,43.0,29.0,131.0,29.0,131.0,37.0,45.0,0.0,140.0,Slow
791,Solgaleo,7,Legendary,Sunne Pokémon,Psychic,Steel,3.4,230.0,680.0,137.0,137.0,107.0,113.0,89.0,97.0,45.0,0.0,306.0,Slow
792,Lunala,7,Legendary,Moone Pokémon,Psychic,Ghost,4.0,120.0,680.0,137.0,113.0,89.0,137.0,107.0,97.0,45.0,0.0,306.0,Slow
793,Nihilego,7,Sub Legendary,Parasite Pokémon,Rock,Poison,1.2,55.5,570.0,109.0,53.0,47.0,127.0,131.0,103.0,45.0,0.0,257.0,Slow
794,Buzzwole,7,Sub Legendary,Swollen Pokémon,Bug,Fighting,2.4,333.6,570.0,107.0,139.0,139.0,53.0,53.0,79.0,45.0,0.0,257.0,Slow
795,Pheromosa,7,Sub Legendary,Lissome Pokémon,Bug,Fighting,1.8,25.0,570.0,71.0,137.0,37.0,137.0,37.0,151.0,45.0,0.0,257.0,Slow
796,Xurkitree,7,Sub Legendary,Glowing Pokémon,Electric,,3.8,100.0,570.0,83.0,89.0,71.0,173.0,71.0,83.0,45.0,0.0,257.0,Slow
797,Celesteela,7,Sub Legendary,Launch Pokémon,Steel,Flying,9.2,999.9,570.0,97.0,101.0,103.0,107.0,101.0,61.0,45.0,0.0,257.0,Slow
798,Kartana,7,Sub Legendary,Drawn Sword Pokémon,Grass,Steel,0.3,0.1,570.0,59.0,181.0,131.0,59.0,31.0,109.0,45.0,0.0,257.0,Slow
799,Guzzlord,7,Sub Legendary,Junkivore Pokémon,Dark,Dragon,5.5,888.0,570.0,223.0,101.0,53.0,97.0,53.0,43.0,45.0,0.0,257.0,Slow
800,Necrozma,7,Legendary,Prism Pokémon,Psychic,,2.4,230.0,600.0,97.0,107.0,101.0,127.0,89.0,79.0,255.0,0.0,270.0,Slow
800,Dusk Mane Necrozma,7,Legendary,Prism Pokémon,Psychic,Steel,3.8,460.0,680.0,97.0,157.0,127.0,113.0,109.0,77.0,3.0,0.0,306.0,Slow
800,Dawn Wings Necrozma,7,Legendary,Prism Pokémon,Psychic,Ghost,4.2,350.0,680.0,97.0,113.0,109.0,157.0,127.0,77.0,3.0,0.0,306.0,Slow
800,Ultra Necrozma,7,Legendary,Prism Pokémon,Psychic,Dragon,7.5,230.0,754.0,97.0,167.0,97.0,167.0,97.0,129.0,3.0,0.0,339.0,Slow
801,Magearna,7,Mythical,Artificial Pokémon,Steel,Fairy,1.0,80.5,600.0,80.0,95.0,115.0,130.0,115.0,65.0,3.0,0.0,270.0,Slow
802,Marshadow,7,Mythical,Gloomdweller Pokémon,Fighting,Ghost,0.7,22.2,600.0,90.0,125.0,80.0,90.0,90.0,125.0,3.0,0.0,270.0,Slow
803,Poipole,7,Sub Legendary,Poison Pin Pokémon,Poison,,0.6,1.8,420.0,67.0,73.0,67.0,73.0,67.0,73.0,45.0,0.0,189.0,Slow
804,Naganadel,7,Sub Legendary,Poison Pin Pokémon,Poison,Dragon,3.6,150.0,540.0,73.0,73.0,73.0,127.0,73.0,121.0,45.0,0.0,243.0,Slow
805,Stakataka,7,Sub Legendary,Rampart Pokémon,Rock,Steel,5.5,820.0,570.0,61.0,131.0,211.0,53.0,101.0,13.0,30.0,0.0,257.0,Slow
806,Blacephalon,7,Sub Legendary,Fireworks Pokémon,Fire,Ghost,1.8,13.0,570.0,53.0,127.0,53.0,151.0,79.0,107.0,30.0,0.0,257.0,Slow
807,Zeraora,7,Mythical,Thunderclap Pokémon,Electric,,1.5,44.5,600.0,88.0,112.0,75.0,102.0,80.0,143.0,3.0,0.0,270.0,Slow
808,Meltan,7,Mythical,Hex Nut Pokémon,Steel,,0.2,8.0,300.0,46.0,65.0,65.0,55.0,35.0,34.0,,,,Slow
809,Melmetal,7,Mythical,Hex Nut Pokémon,Steel,,2.5,800.0,600.0,135.0,143.0,143.0,80.0,65.0,34.0,,,,Slow
810,Grookey,8,Normal,Chimp Pokémon,Grass,,0.3,5.0,310.0,50.0,65.0,50.0,40.0,40.0,65.0,,,,Medium Slow
811,Thwackey,8,Normal,Beat Pokémon,Grass,,0.7,14.0,420.0,70.0,85.0,70.0,55.0,60.0,80.0,,,,Medium Slow
812,Rillaboom,8,Normal,Drummer Pokémon,Grass,,2.1,90.0,530.0,100.0,125.0,90.0,60.0,70.0,85.0,,,,Medium Slow
813,Scorbunny,8,Normal,Rabbit Pokémon,Fire,,0.3,4.5,310.0,50.0,71.0,40.0,40.0,40.0,69.0,,,,Medium Slow
814,Raboot,8,Normal,Rabbit Pokémon,Fire,,0.6,9.0,420.0,65.0,86.0,60.0,55.0,60.0,94.0,,,,Medium Slow
815,Cinderace,8,Normal,Striker Pokémon,Fire,,1.4,33.0,530.0,80.0,116.0,75.0,65.0,75.0,119.0,,,,Medium Slow
816,Sobble,8,Normal,Water Lizard Pokémon,Water,,0.3,4.0,310.0,50.0,40.0,40.0,70.0,40.0,70.0,,,,Medium Slow
817,Drizzile,8,Normal,Water lizard Pokémon,Water,,0.7,11.5,420.0,65.0,60.0,55.0,95.0,55.0,90.0,,,,Medium Slow
818,Inteleon,8,Normal,Secret Agent Pokémon,Water,,1.9,45.2,530.0,70.0,85.0,65.0,125.0,65.0,120.0,,,,Medium Slow
819,Skwovet,8,Normal,Cheeky Pokémon,Normal,,0.3,2.5,275.0,70.0,55.0,55.0,35.0,35.0,25.0,,,,Medium Fast
820,Greedent,8,Normal,Greedy Pokémon,Normal,,0.6,6.0,460.0,120.0,95.0,95.0,55.0,75.0,20.0,,,,Medium Fast
821,Rookidee,8,Normal,Tiny Bird Pokémon,Flying,,0.2,1.8,245.0,38.0,47.0,35.0,33.0,35.0,57.0,,,,Medium Slow
822,Corvisquire,8,Normal,Raven Pokémon,Flying,,0.8,16.0,365.0,68.0,67.0,55.0,43.0,55.0,77.0,,,,Medium Slow
823,Corviknight,8,Normal,Raven Pokémon,Flying,Steel,2.2,75.0,495.0,98.0,87.0,105.0,53.0,85.0,67.0,,,,Medium Slow
824,Blipbug,8,Normal,Larva Pokémon,Bug,,0.4,8.0,180.0,25.0,20.0,20.0,25.0,45.0,45.0,,,,Medium Fast
825,Dottler,8,Normal,Radome Pokémon,Bug,Psychic,0.4,19.5,335.0,50.0,35.0,80.0,50.0,90.0,30.0,,,,Medium Fast
826,Orbeetle,8,Normal,Seven Spot Pokémon,Bug,Psychic,0.4,40.8,505.0,60.0,45.0,110.0,80.0,120.0,90.0,,,,Medium Fast
827,Nickit,8,Normal,Fox Pokémon,Dark,,0.6,8.9,245.0,40.0,28.0,28.0,47.0,52.0,50.0,,,,Fast
828,Thievul,8,Normal,Fox Pokémon,Dark,,1.2,19.9,455.0,70.0,58.0,58.0,87.0,92.0,90.0,,,,Fast
829,Gossifleur,8,Normal,Flowering Pokémon,Grass,,0.4,2.2,250.0,40.0,40.0,60.0,40.0,60.0,10.0,,,,Medium Fast
830,Eldegoss,8,Normal,Cotton Bloom Pokémon,Grass,,0.5,2.5,460.0,60.0,50.0,90.0,80.0,120.0,60.0,,,,Medium Fast
831,Wooloo,8,Normal,Sheep Pokémon,Normal,,0.6,6.0,270.0,42.0,40.0,55.0,40.0,45.0,48.0,,,,Medium Fast
832,Dubwool,8,Normal,Sheep Pokémon,Normal,,1.3,43.0,490.0,72.0,80.0,100.0,60.0,90.0,88.0,,,,Medium Fast
833,Chewtle,8,Normal,Snapping Pokémon,Water,,0.3,8.5,284.0,50.0,64.0,50.0,38.0,38.0,44.0,,,,Medium Fast
834,Drednaw,8,Normal,Bite Pokémon,Water,Rock,1.0,115.5,485.0,90.0,115.0,90.0,48.0,68.0,74.0,,,,Medium Fast
835,Yamper,8,Normal,Puppy Pokémon,Electric,,0.3,13.5,270.0,59.0,45.0,50.0,40.0,50.0,26.0,,,,Fast
836,Boltund,8,Normal,Dog Pokémon,Electric,,1.0,34.0,490.0,69.0,90.0,60.0,90.0,60.0,121.0,,,,Fast
837,Rolycoly,8,Normal,Coal Pokémon,Rock,,0.3,12.0,240.0,30.0,40.0,50.0,40.0,50.0,30.0,,,,Medium Slow
838,Carkol,8,Normal,Coal Pokémon,Rock,Fire,1.1,78.0,410.0,80.0,60.0,90.0,60.0,70.0,50.0,,,,Medium Slow
